anime_id,anime_name,genres,type,number_of_episodes,rating,total_views,production_cost,total_box_office,title_key
104647,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta…,"Comedy, Fantasy, Romance, Slice of Life",TV,12,73,110619,300000,11.0,otome game no hametsu flag shika nai akuyaku reijou ni tensei shiteshimatta
2759,Evangelion Shin Movie: Jo,"Action, Drama, Mecha, Psychological, Sci-Fi",MOVIE,1,77,110047,200000,42.0,evangelion shin movie jo
11577,Steins;Gate: Fuka Ryouiki no Déjà vu,"Drama, Romance, Sci-Fi, Thriller",MOVIE,1,82,109975,150000,46.0,steins gate fuka ryouiki no d j vu
527,Pocket Monsters,"Action, Adventure, Comedy, Fantasy",TV,276,72,109958,200000,14.0,pocket monsters
6594,Katanagatari,"Action, Adventure, Romance",TV,12,82,109835,150000,59.0,katanagatari
98478,3-gatsu no Lion 2,"Drama, Slice of Life",TV,22,89,109615,300000,21.0,3 gatsu no lion 2
99457,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,"Drama, Fantasy, Psychological",MOVIE,1,82,108864,150000,35.0,sayonara no asa ni yakusoku no hana wo kazarou
16870,THE LAST: NARUTO THE MOVIE,"Action, Romance",MOVIE,1,75,108678,100000,15.0,the last naruto the movie
97863,Hajimete no Gal,"Comedy, Ecchi, Romance, Slice of Life",TV,10,59,108479,200000,29.0,hajimete no gal
3455,To LOVE-Ru,"Comedy, Ecchi, Romance, Sci-Fi",TV,26,65,108252,200000,9.0,to love ru
21306,Musaigen no Phantom World,"Action, Ecchi, Slice of Life, Supernatural",TV,13,65,108242,250000,30.0,musaigen no phantom world
11759,Accel World,"Action, Romance, Sci-Fi",TV,24,67,108143,250000,39.0,accel world
21878,Gabriel Dropout,"Comedy, Slice of Life, Supernatural",TV,12,73,108106,100000,47.0,gabriel dropout
128547,Odd Taxi,"Drama, Mystery, Psychological, Thriller",TV,13,85,108098,250000,46.0,odd taxi
8525,Kami nomi zo Shiru Sekai,"Comedy, Romance, Supernatural",TV,12,74,107780,300000,59.0,kami nomi zo shiru sekai
103632,"Kumo desu ga, Nani ka?","Action, Adventure, Comedy, Fantasy, Mystery",TV,24,71,107512,100000,23.0,kumo desu ga nani ka
20773,GANGSTA.,"Action, Drama",TV,12,71,107241,300000,37.0,gangsta
97980,Re:CREATORS,"Action, Drama, Fantasy, Mecha, Thriller",TV,22,73,106772,100000,52.0,re creators
126403,Shiguang Dailiren,"Drama, Mystery, Supernatural, Thriller",ONA,11,86,106577,100000,28.0,shiguang dailiren
114745,Made in Abyss: Retsujitsu no Ougonkyou,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",TV,12,85,106549,300000,12.0,made in abyss retsujitsu no ougonkyou
109190,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,"Drama, Fantasy, Slice of Life",MOVIE,1,83,106406,300000,57.0,violet evergarden gaiden eien to jidou shuki ningyou
116752,Nanatsu no Taizai: Funnu no Shinpan,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",TV,24,65,106355,200000,56.0,nanatsu no taizai funnu no shinpan
20955,Rokka no Yuusha,"Action, Adventure, Fantasy, Mystery",TV,12,69,106338,300000,36.0,rokka no yuusha
99726,Net-juu no Susume,"Comedy, Fantasy, Romance, Slice of Life",TV,10,73,106218,150000,32.0,net juu no susume
141014,Tomodachi Game,"Drama, Mystery, Psychological, Thriller",ONA,12,76,106181,200000,29.0,tomodachi game
101573,Yagate Kimi ni Naru,"Drama, Romance, Slice of Life",TV,13,78,105866,300000,58.0,yagate kimi ni naru
21262,Owarimonogatari,"Drama, Mystery, Psychological, Supernatural",TV,12,84,105856,100000,36.0,owarimonogatari
98035,Fate/Apocrypha,"Action, Drama, Fantasy, Supernatural",TV,25,69,105684,150000,19.0,fate apocrypha
104464,Ore wo Suki nano wa Omae dake ka yo,"Comedy, Drama, Ecchi, Romance, Slice of Life",TV,12,70,105462,300000,17.0,ore wo suki nano wa omae dake ka yo
151806,Tomo-chan wa Onnanoko!,"Comedy, Romance, Slice of Life",TV,13,77,105401,100000,11.0,tomo chan wa onnanoko
97767,High School DxD HERO,"Action, Comedy, Ecchi, Fantasy, Romance",TV,13,69,105335,150000,19.0,high school dxd hero
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Romance",TV,13,66,105011,200000,39.0,ore no kanojo to osananajimi ga shuraba sugiru
110354,BNA,"Action, Comedy, Fantasy",ONA,12,72,104730,100000,21.0,bna
20671,Log Horizon 2,"Action, Adventure, Fantasy",TV,25,73,104509,200000,26.0,log horizon 2
21290,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Romance",TV,12,63,104373,150000,18.0,netoge no yome wa onnanoko ja nai to omotta
18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Mystery",OVA,3,76,104279,200000,11.0,shingeki no kyojin ova
162314,Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,"Action, Drama, Fantasy, Psychological, Romance",SPECIAL,1,87,103961,100000,11.0,shingeki no kyojin the final season kanketsu hen kouhen
18277,Strike the Blood,"Action, Ecchi, Fantasy",TV,24,66,103653,100000,36.0,strike the blood
270,HELLSING,"Action, Horror, Supernatural",TV,13,71,103446,300000,35.0,hellsing
9041,IS: Infinite Stratos,"Action, Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,12,61,103010,300000,45.0,is infinite stratos
16417,Tamako Market,"Comedy, Slice of Life",TV,12,72,102948,300000,59.0,tamako market
125206,Tsuki ga Michibiku Isekai Douchuu,"Action, Adventure, Comedy, Fantasy",TV,12,76,102785,250000,53.0,tsuki ga michibiku isekai douchuu
98251,Aho-Girl,"Comedy, Romance",TV_SHORT,12,64,102709,200000,50.0,aho girl
127401,Platinum End,"Drama, Mystery, Psychological, Romance, Supernatural",TV,24,58,102623,200000,50.0,platinum end
3784,Evangelion Shin Movie: Ha,"Action, Drama, Mecha, Psychological, Sci-Fi",MOVIE,1,81,102522,250000,26.0,evangelion shin movie ha
112443,Jaku-Chara Tomozaki-kun,"Comedy, Drama, Romance, Slice of Life",TV,12,70,102388,300000,42.0,jaku chara tomozaki kun
103900,Bokutachi wa Benkyou ga Dekinai,"Comedy, Ecchi, Romance, Slice of Life",TV,13,70,102344,200000,27.0,bokutachi wa benkyou ga dekinai
20754,Gakkou Gurashi!,"Horror, Mystery, Psychological, Slice of Life, Supernatural",TV,12,74,102271,150000,31.0,gakkou gurashi
11499,Sankarea,"Comedy, Ecchi, Horror, Romance, Supernatural",TV,12,70,101511,250000,9.0,sankarea
136804,Kono Subarashii Sekai ni Shukufuku wo! 3,"Action, Adventure, Comedy, Ecchi, Fantasy",TV,11,83,101243,150000,9.0,kono subarashii sekai ni shukufuku wo 3
21123,DRIFTERS,"Action, Adventure, Comedy, Fantasy",TV,12,75,100981,200000,9.0,drifters
7724,Shiki,"Horror, Mystery, Supernatural, Thriller",TV,22,74,100959,250000,53.0,shiki
21455,NEW GAME!,Slice of Life,TV,12,74,100935,100000,32.0,new game
20593,Hanamonogatari,"Drama, Mystery, Psychological, Supernatural",TV,5,78,100928,250000,51.0,hanamonogatari
513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Sci-Fi",MOVIE,1,80,100692,300000,57.0,tenkuu no shiro laputa
124410,"Kanojo, Okarishimasu 2nd Season","Comedy, Drama, Romance",TV,12,66,100561,250000,38.0,kanojo okarishimasu 2nd season
146066,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,"Drama, Psychological",TV,13,79,100550,250000,23.0,youkoso jitsuryoku shijou shugi no kyoushitsu e 3rd season
2476,School Days (TV),"Drama, Psychological, Romance",TV,12,49,100546,200000,52.0,school days tv
97907,Death March Kara Hajimaru Isekai Kyousoukyoku,"Action, Adventure, Comedy, Fantasy",TV,12,61,100224,100000,32.0,death march kara hajimaru isekai kyousoukyoku
111790,Haikyuu!! Riku VS Kuu,"Comedy, Drama, Sports",OVA,2,78,99860,100000,32.0,haikyuu riku vs kuu
21495,Tanaka-kun wa Itsumo Kedaruge,"Comedy, Slice of Life",TV,12,77,99848,150000,33.0,tanaka kun wa itsumo kedaruge
225,Dragon Ball GT,"Action, Adventure, Comedy, Sci-Fi",TV,64,62,99831,300000,35.0,dragon ball gt
21745,Owarimonogatari (Ge),"Comedy, Mystery, Psychological, Romance, Supernatural",TV,7,89,99814,100000,29.0,owarimonogatari ge
97888,Baki,"Action, Sports",ONA,26,72,99768,200000,57.0,baki
125428,Tenkuu Shinpan,"Action, Horror, Mystery",ONA,12,66,99745,250000,17.0,tenkuu shinpan
21341,Ajin,"Action, Horror, Mystery, Supernatural",TV,13,71,99696,100000,19.0,ajin
7674,Bakuman.,"Comedy, Drama, Romance, Slice of Life",TV,25,79,99598,150000,54.0,bakuman
20918,Tsukimonogatari,"Comedy, Ecchi, Mystery, Supernatural",TV,4,79,99451,250000,50.0,tsukimonogatari
17549,Non Non Biyori,Slice of Life,TV,12,78,99445,100000,54.0,non non biyori
142853,Tokyo Revengers: Seiya Kessen-hen,"Action, Drama, Romance, Supernatural",TV,13,76,99396,100000,30.0,tokyo revengers seiya kessen hen
107226,Dumbbell Nan Kilo Moteru?,"Comedy, Ecchi, Slice of Life, Sports",TV,12,71,99209,100000,21.0,dumbbell nan kilo moteru
15315,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,"Action, Comedy, Fantasy, Supernatural",TV,10,70,99178,300000,8.0,mondaiji tachi ga isekai kara kuru sou desu yo
21718,Fate/stay night [Heavens Feel] II. lost butterfly,"Action, Fantasy, Psychological, Romance, Supernatural, Thriller",MOVIE,1,84,98788,100000,56.0,fate stay night heavens feel ii lost butterfly
161964,Kage no Jitsuryokusha ni Naritakute! 2nd season,"Action, Comedy, Fantasy",TV,12,83,98774,150000,24.0,kage no jitsuryokusha ni naritakute 2nd season
136,HUNTER×HUNTER,"Action, Adventure, Fantasy",TV,62,82,98647,300000,46.0,hunter hunter
99699,Golden Kamuy,"Action, Adventure, Comedy",TV,12,77,98624,300000,40.0,golden kamuy
10800,Chihayafuru,"Drama, Romance, Slice of Life, Sports",TV,25,80,98581,200000,36.0,chihayafuru
4081,Natsume Yuujinchou,"Drama, Fantasy, Slice of Life, Supernatural",TV,13,80,98317,100000,42.0,natsume yuujinchou
21574,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,"Comedy, Ecchi, Fantasy",OVA,1,76,98145,200000,28.0,kono subarashii sekai ni shukufuku wo kono subarashii choker ni shukufuku wo
99420,Shoujo Shuumatsu Ryokou,"Adventure, Sci-Fi, Slice of Life",TV,12,81,98112,100000,54.0,shoujo shuumatsu ryokou
263,Hajime no Ippo: THE FIGHTING!,"Comedy, Drama, Sports",TV,75,86,98029,200000,55.0,hajime no ippo the fighting
166873,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,"Adventure, Drama, Ecchi, Fantasy",TV,12,84,97944,200000,55.0,mushoku tensei ii isekai ittara honki dasu part 2
110350,ID: INVADED,"Drama, Mystery, Psychological, Sci-Fi, Thriller",TV,13,77,97793,150000,9.0,id invaded
114085,Kemono Jihen,"Action, Drama, Mystery, Supernatural",TV,12,72,97684,250000,11.0,kemono jihen
112608,"Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita","Adventure, Comedy, Fantasy, Slice of Life",TV,12,69,97652,250000,39.0,slime taoshite 300 nen shiranai uchi ni level max ni nattemashita
101168,Plunderer,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Romance",TV,24,62,97567,250000,58.0,plunderer
153518,Dungeon Meshi,"Adventure, Comedy, Fantasy",TV,24,84,97292,150000,9.0,dungeon meshi
20607,Ping Pong THE ANIMATION,"Drama, Psychological, Sports",TV,11,85,96915,150000,59.0,ping pong the animation
6347,Baka to Test to Shoukanjuu,"Comedy, Romance",TV,13,71,96531,100000,42.0,baka to test to shoukanjuu
2034,Lovely★Complex,"Comedy, Romance, Slice of Life",TV,24,77,96488,100000,9.0,lovely complex
128712,"Tantei wa mou, Shindeiru.","Comedy, Drama, Mystery, Romance, Supernatural",TV,12,60,96395,300000,43.0,tantei wa mou shindeiru
2993,Rosario to Vampire,"Comedy, Ecchi, Fantasy, Romance",TV,13,62,96013,100000,22.0,rosario to vampire
15051,Love Live! School idol project,"Music, Slice of Life",TV,13,72,95914,300000,35.0,love live school idol project
21499,Sousei no Onmyouji,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Supernatural",TV,50,68,95793,250000,18.0,sousei no onmyouji
20996,Gintama°,"Action, Comedy, Drama, Sci-Fi",TV,51,91,95648,200000,12.0,gintama
20785,Absolute Duo,"Action, Ecchi, Romance, Supernatural",TV,12,59,95444,300000,40.0,absolute duo
4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Sci-Fi, Slice of Life, Supernatural",TV,28,71,95339,200000,54.0,suzumiya haruhi no yuuutsu 2009
323,Mousou Dairinin,"Drama, Mystery, Psychological, Supernatural, Thriller",TV,13,76,95268,200000,44.0,mousou dairinin
14075,Zetsuen no Tempest,"Action, Drama, Fantasy, Mystery, Romance",TV,24,75,94996,250000,52.0,zetsuen no tempest
166610,MASHLE: Kami Shinkakusha Kouho Senbatsu Shiken-hen,"Action, Comedy, Fantasy",TV,12,79,94953,200000,58.0,mashle kami shinkakusha kouho senbatsu shiken hen
126192,Kanojo mo Kanojo,"Comedy, Ecchi, Romance, Slice of Life",TV,12,63,94627,150000,57.0,kanojo mo kanojo
117448,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,"Comedy, Ecchi, Fantasy",TV,10,66,94307,200000,31.0,isekai maou to shoukan shoujo no dorei majutsu
21364,"GATE: Jieitai Kanochi nite, Kaku Tatakaeri 2","Action, Adventure, Fantasy",TV,12,75,94230,250000,27.0,gate jieitai kanochi nite kaku tatakaeri 2
109298,Eizouken ni wa Te wo Dasu na!,"Adventure, Comedy, Slice of Life",TV,12,79,94225,250000,52.0,eizouken ni wa te wo dasu na
20812,SHIROBAKO,"Comedy, Drama, Slice of Life",TV,24,81,93977,300000,46.0,shirobako
3785,Evangelion Shin Movie: Kyuu,"Action, Drama, Mecha, Psychological, Sci-Fi",MOVIE,1,75,93913,200000,35.0,evangelion shin movie kyuu
21365,Dagashi Kashi,"Comedy, Slice of Life",TV,12,63,93815,150000,47.0,dagashi kashi
111322,Tate no Yuusha no Nariagari Season 3,"Action, Adventure, Fantasy",TV,12,71,93686,250000,12.0,tate no yuusha no nariagari season 3
114121,Xian Wang De Richang Shenghuo,"Action, Adventure, Comedy, Fantasy, Slice of Life",ONA,15,73,93412,250000,29.0,xian wang de richang shenghuo
130588,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II","Action, Fantasy",TV,12,69,93298,300000,15.0,maou gakuin no futekigousha shijou saikyou no maou no shiso tensei shite shison tachi no gakkou e kayou ii
163132,Horimiya: piece,"Comedy, Romance, Slice of Life",TV,13,82,93135,150000,48.0,horimiya piece
5681,Summer Wars,"Action, Comedy, Drama, Romance, Sci-Fi",MOVIE,1,77,92992,200000,50.0,summer wars
8841,Kore wa Zombie desu ka?,"Action, Comedy, Ecchi, Supernatural",TV,12,69,92638,150000,53.0,kore wa zombie desu ka
21394,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy",TV,13,77,92243,150000,18.0,magi sinbad no bouken
20519,Tamako Love Story,"Romance, Slice of Life",MOVIE,1,78,92221,200000,57.0,tamako love story
8425,GOSICK,"Drama, Mystery, Romance",TV,24,77,92124,250000,34.0,gosick
98320,Koi to Uso,"Drama, Romance",TV,12,61,91934,250000,29.0,koi to uso
20652,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,12,78,91676,300000,33.0,durarara x2 shou
10863,Steins;Gate: Oukoubakko no Poriomania,"Comedy, Romance, Sci-Fi",OVA,1,80,91668,200000,59.0,steins gate oukoubakko no poriomania
1482,D.Gray-man,"Action, Adventure, Drama, Fantasy",TV,103,76,91520,150000,25.0,d gray man
117612,Genjitsu Shugi Yuusha no Oukoku Saikenki,"Action, Adventure, Fantasy, Romance",TV,13,71,91424,250000,59.0,genjitsu shugi yuusha no oukoku saikenki
107067,Rikei ga Koi ni Ochita no de Shoumei shitemita.,"Comedy, Romance",ONA,12,71,91322,150000,27.0,rikei ga koi ni ochita no de shoumei shitemita
132126,Sonny Boy,"Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,77,91029,250000,44.0,sonny boy
20849,GOD EATER,"Action, Sci-Fi",TV,13,67,90663,300000,55.0,god eater
151384,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,"Comedy, Psychological, Romance, Slice of Life",TV,4,88,90601,150000,30.0,kaguya sama wa kokurasetai first kiss wa owaranai
117343,Munou na Nana,"Drama, Horror, Psychological, Supernatural, Thriller",TV,13,70,90517,150000,51.0,munou na nana
118375,Ore dake Haireru Kakushi Dungeon,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",TV,12,60,89971,200000,8.0,ore dake haireru kakushi dungeon
5630,Higashi no Eden,"Drama, Mystery, Psychological, Romance, Sci-Fi, Thriller",TV,11,74,89894,250000,58.0,higashi no eden
101302,Dragon Ball Super: Broly,"Action, Adventure, Fantasy, Sci-Fi",MOVIE,1,80,89580,100000,19.0,dragon ball super broly
11981,Mahou Shoujo Madoka☆Magica: Hangyaku no Monogatari,"Drama, Fantasy, Mahou Shoujo, Mystery, Psychological, Thriller",MOVIE,1,83,89554,300000,32.0,mahou shoujo madoka magica hangyaku no monogatari
1818,CLAYMORE,"Action, Adventure, Fantasy, Horror",TV,26,73,89511,300000,12.0,claymore
2593,Kara no Kyoukai: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",MOVIE,1,73,89460,250000,46.0,kara no kyoukai fukan fuukei
101432,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","Drama, Fantasy, Romance, Slice of Life",OVA,1,82,88956,300000,37.0,violet evergarden kitto ai wo shiru hi ga kuru no darou
8675,Seitokai Yakuindomo,"Comedy, Slice of Life",TV,13,73,88661,250000,9.0,seitokai yakuindomo
99425,Promare,"Action, Mecha, Sci-Fi",MOVIE,1,78,88552,150000,9.0,promare
113311,Kakushigoto,"Comedy, Slice of Life",TV,12,78,88511,250000,36.0,kakushigoto
9969,Gintama,"Action, Comedy, Drama, Sci-Fi",TV,51,89,88462,250000,32.0,gintama
20981,Bakemono no Ko,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",MOVIE,1,79,88461,150000,26.0,bakemono no ko
116588,"Sentouin, Hakenshimasu!","Action, Adventure, Comedy, Ecchi, Fantasy, Sci-Fi",TV,12,68,88334,250000,15.0,sentouin hakenshimasu
112300,Mahouka Koukou no Rettousei: Raihousha-hen,"Action, Romance, Sci-Fi, Supernatural",TV,13,72,88162,250000,49.0,mahouka koukou no rettousei raihousha hen
104722,Assassins Pride,"Action, Comedy, Drama, Fantasy, Mystery, Romance",TV,12,57,88076,100000,54.0,assassins pride
21719,Fate/stay night [Heavens Feel] III. spring song,"Action, Drama, Fantasy, Psychological, Supernatural, Thriller",MOVIE,1,85,88057,200000,39.0,fate stay night heavens feel iii spring song
156822,Tensei Shitara Slime Datta Ken 3rd Season,"Action, Adventure, Comedy, Fantasy",TV,24,79,87632,300000,40.0,tensei shitara slime datta ken 3rd season
20729,World Trigger,"Action, Sci-Fi",TV,73,72,87474,200000,26.0,world trigger
97886,Kekkai Sensen & BEYOND,"Action, Comedy, Supernatural",TV,12,77,87275,300000,9.0,kekkai sensen beyond
97996,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,"Adventure, Comedy, Fantasy",OVA,1,78,86930,150000,51.0,kono subarashii sekai ni shukufuku wo 2 kono subarashii geijutsu ni shukufuku wo
105914,Sewayaki Kitsune no Senko-san,"Comedy, Fantasy, Slice of Life, Supernatural",TV,12,71,86909,150000,50.0,sewayaki kitsune no senko san
137281,Aharen-san wa Hakarenai,"Comedy, Romance, Slice of Life",TV,12,71,86795,250000,8.0,aharen san wa hakarenai
3786,Shin Evangelion Movie:||,"Action, Drama, Mecha, Psychological, Sci-Fi",MOVIE,1,85,86747,250000,35.0,shin evangelion movie
110270,Ishuzoku Reviewers,"Comedy, Ecchi, Fantasy",TV,12,72,86645,250000,12.0,ishuzoku reviewers
21860,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,"Drama, Fantasy, Mystery, Romance, Slice of Life, Supernatural",TV,12,74,86418,200000,36.0,shuumatsu nani shitemasu ka isogashii desu ka sukutte moratte ii desu ka
105932,Araburu Kisetsu no Otome-domo yo.,"Comedy, Drama, Romance, Slice of Life",TV,12,72,86205,150000,24.0,araburu kisetsu no otome domo yo
135806,Isekai Oji-san,"Adventure, Comedy, Fantasy",TV,13,77,86145,250000,47.0,isekai oji san
20632,Aldnoah.Zero,"Action, Mecha, Sci-Fi",TV,12,70,85959,200000,9.0,aldnoah zero
104454,Isekai Quartet,"Comedy, Fantasy, Slice of Life",TV_SHORT,12,72,85923,150000,34.0,isekai quartet
143338,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,"Romance, Slice of Life",TV,12,77,85878,100000,42.0,otonari no tenshi sama ni itsunomanika dame ningen ni sareteita ken
100722,Date A Live III,"Action, Comedy, Ecchi, Fantasy, Mecha, Romance, Sci-Fi",TV,12,69,85677,300000,25.0,date a live iii
7593,kiss×sis (TV),"Comedy, Ecchi, Romance, Slice of Life",TV,12,59,85655,300000,43.0,kiss sis tv
101281,Carole & Tuesday,"Drama, Music, Sci-Fi",TV,24,76,85610,200000,9.0,carole tuesday
112323,Arifureta Shokugyou de Sekai Saikyou 2nd season,"Action, Adventure, Fantasy, Psychological",TV,12,70,85503,250000,39.0,arifureta shokugyou de sekai saikyou 2nd season
10161,NO.6,"Action, Drama, Psychological, Sci-Fi",TV,11,72,85420,150000,49.0,no 6
14967,Boku wa Tomodachi ga Sukunai NEXT,"Comedy, Ecchi, Romance, Slice of Life",TV,12,69,85197,100000,46.0,boku wa tomodachi ga sukunai next
20541,Mekakucity Actors,"Comedy, Romance, Sci-Fi, Supernatural",TV,12,66,84955,300000,11.0,mekakucity actors
9656,Kimi ni Todoke 2ND SEASON,"Comedy, Drama, Romance, Slice of Life",TV,13,78,84878,150000,24.0,kimi ni todoke 2nd season
101310,Kishuku Gakkou no Juliet,"Comedy, Romance",TV,12,72,84707,200000,13.0,kishuku gakkou no juliet
9513,Beelzebub,"Action, Comedy, Supernatural",TV,60,75,84597,100000,23.0,beelzebub
20646,Inou-Battle wa Nichijou-kei no Naka de,"Comedy, Fantasy, Romance, Slice of Life, Supernatural",TV,12,67,84537,100000,28.0,inou battle wa nichijou kei no naka de
10162,Usagi Drop,Slice of Life,TV,11,81,84414,150000,54.0,usagi drop
21639,Keijo!!!!!!!!,"Comedy, Ecchi, Sports",TV,12,66,83986,250000,47.0,keijo
104325,Nande Koko ni Sensei ga!?,"Comedy, Ecchi, Romance",TV_SHORT,12,62,83982,150000,57.0,nande koko ni sensei ga
8937,Toaru Majutsu no Index II,"Action, Sci-Fi, Supernatural",TV,24,72,83976,250000,17.0,toaru majutsu no index ii
127399,Shuumatsu no Valkyrie,"Action, Drama, Fantasy, Supernatural",ONA,12,66,83966,250000,55.0,shuumatsu no valkyrie
6707,Kuroshitsuji II,"Action, Comedy, Fantasy, Mystery, Supernatural",TV,12,66,83946,100000,8.0,kuroshitsuji ii
21665,B: The Beginning,"Action, Mystery, Psychological, Supernatural, Thriller",ONA,12,69,83792,200000,20.0,b the beginning
14349,Little Witch Academia,"Comedy, Fantasy",MOVIE,1,76,83791,100000,28.0,little witch academia
14833,Maoyuu Maou Yuusha,"Adventure, Fantasy, Romance",TV,12,69,83734,200000,12.0,maoyuu maou yuusha
99424,SSSS.GRIDMAN,"Action, Mecha, Sci-Fi",TV,12,71,83699,100000,19.0,ssss gridman
97592,Demi-chan wa Kataritai,"Slice of Life, Supernatural",TV,12,74,83554,250000,59.0,demi chan wa kataritai
21180,Saenai Heroine no Sodatekata ♭,"Comedy, Romance, Slice of Life",TV,12,76,83388,300000,42.0,saenai heroine no sodatekata
126546,Seirei Gensouki,"Action, Drama, Fantasy, Romance",TV,12,69,83377,150000,56.0,seirei gensouki
141911,Skip to Loafer,"Comedy, Romance, Slice of Life",TV,12,81,83295,150000,33.0,skip to loafer
185,Initial D,"Action, Drama, Sports",TV,26,82,83294,300000,38.0,initial d
150075,Kono Subarashii Sekai ni Bakuen wo!,"Adventure, Comedy, Fantasy",TV,12,74,83251,150000,8.0,kono subarashii sekai ni bakuen wo
153845,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta","Action, Adventure, Fantasy, Romance",TV,13,63,83001,300000,53.0,isekai de cheat skill wo te ni shita ore wa genjitsu sekai wo mo musou suru level up wa jinsei wo kaeta
20701,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, Slice of Life",TV,12,66,82824,250000,41.0,ookami shoujo to kuro ouji
145665,NieR:Automata Ver1.1a,"Action, Drama, Fantasy, Psychological, Sci-Fi",TV,12,72,82727,100000,25.0,nier automata ver1 1a
21390,Gakusen Toshi Asterisk 2,"Action, Ecchi, Fantasy, Sci-Fi",TV,12,67,82666,250000,22.0,gakusen toshi asterisk 2
585,Mimi wo Sumaseba,"Adventure, Drama, Romance, Slice of Life",MOVIE,1,81,82551,100000,43.0,mimi wo sumaseba
21686,Watashi ga Motete Dousunda,"Comedy, Romance",TV,12,66,82490,150000,13.0,watashi ga motete dousunda
120646,Senpai ga Uzai Kouhai no Hanashi,"Comedy, Romance, Slice of Life",TV,12,75,82416,150000,35.0,senpai ga uzai kouhai no hanashi
6675,REDLINE,"Action, Romance, Sci-Fi, Sports",MOVIE,1,80,82410,150000,55.0,redline
129196,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Meikyuu-hen,"Action, Adventure, Comedy, Fantasy, Romance",TV,11,77,82398,100000,34.0,dungeon ni deai wo motomeru no wa machigatteiru darou ka iv shin shou meikyuu hen
20483,Mikakunin de Shinkoukei,"Comedy, Romance, Slice of Life",TV,12,71,82223,250000,39.0,mikakunin de shinkoukei
147103,Watashi no Shiawase na Kekkon,"Drama, Romance, Supernatural",TV,12,77,82190,300000,43.0,watashi no shiawase na kekkon
114065,Bokutachi no Remake,"Drama, Romance, Slice of Life",TV,12,72,82113,300000,27.0,bokutachi no remake
98635,ReLIFE: Kanketsu-hen,"Comedy, Drama, Romance, Slice of Life",OVA,4,80,82110,300000,25.0,relife kanketsu hen
100049,Re:Zero kara Hajimeru Isekai Seikatsu OVAs,"Comedy, Drama, Fantasy, Psychological",OVA,2,76,82042,150000,16.0,re zero kara hajimeru isekai seikatsu ovas
98596,Imouto sae Ireba Ii.,"Comedy, Ecchi, Romance, Slice of Life",TV,12,70,82030,200000,31.0,imouto sae ireba ii
530,Bishoujo Senshi Sailor Moon,"Action, Adventure, Fantasy, Mahou Shoujo, Romance",TV,46,75,81724,100000,33.0,bishoujo senshi sailor moon
8861,Yosuga no Sora,"Drama, Ecchi, Romance",TV,12,55,81653,200000,8.0,yosuga no sora
16662,Kaze Tachinu,"Drama, Romance",MOVIE,1,80,81643,100000,44.0,kaze tachinu
1519,BLACK LAGOON: The Second Barrage,"Action, Adventure, Drama, Thriller",TV,12,80,81392,200000,59.0,black lagoon the second barrage
